# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/petase_hmm.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/petase_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/petase_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/petase_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       current_petases_msa  [M=332]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   1 !  440.8   0.1  1.1e-133  1.1e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq497  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.7   0.1  1.1e-133  1.1e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq93  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.5   0.0  1.3e-133  1.3e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq454  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.4   0.0  1.5e-133  1.5e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq421  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.2   0.0  1.7e-133  1.7e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq197  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.0   0.0  1.9e-133  1.9e-133      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq300  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.1   0.1  1.9e-133  1.9e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq108  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.0   0.1  1.9e-133  1.9e-133      37     302 ..       1     261 []       1     261 [] 0.99

>> Seq435  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  440.0   0.0  1.9e-133  1.9e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq216  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.9   0.0  2.1e-133  2.1e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq455  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.8   0.1  2.2e-133  2.2e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq196  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.7   0.1  2.3e-133  2.3e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq451  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.6   0.0  2.5e-133  2.5e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq365  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.6   0.0  2.6e-133  2.6e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq269  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.5   0.0  2.8e-133  2.8e-133      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq470  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.5   0.0  2.8e-133  2.8e-133      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq422  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.3   0.0  3.1e-133  3.1e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq310  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  439.1   0.0  3.7e-133  3.7e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq354  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  438.0   0.0  7.8e-133  7.8e-133      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq46  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.9   0.0  8.4e-133  8.4e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq401  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.7   0.0  9.5e-133  9.5e-133      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq194  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.6   0.0  1.1e-132  1.1e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq170  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.3   0.0  1.2e-132  1.2e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq265  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.3   0.0  1.2e-132  1.2e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq150  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.3   0.0  1.3e-132  1.3e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq206  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.2   0.0  1.4e-132  1.4e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq465  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.1   0.0  1.5e-132  1.5e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq280  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.0   0.0  1.6e-132  1.6e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq403  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  437.0   0.0  1.6e-132  1.6e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq184  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  436.9   0.0  1.6e-132  1.6e-132      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq205  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  436.8   0.0  1.9e-132  1.9e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq247  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  435.7   0.0  3.8e-132  3.8e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq74  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  434.6   0.0  8.5e-132  8.5e-132      38     302 ..       1     260 [.       1     261 [] 0.99

>> Seq34  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  433.2   0.1  2.2e-131  2.2e-131      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq320  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  431.5   0.2  7.5e-131  7.5e-131      37     302 ..       1     259 [.       1     260 [] 0.99

>> Seq36  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  431.0   0.1  1.1e-130  1.1e-130      37     302 ..       1     259 [.       1     260 [] 0.99

>> Seq228  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  429.6   0.1  2.8e-130  2.8e-130      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq381  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  428.4   0.1  6.7e-130  6.7e-130      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq292  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  426.5   0.1  2.5e-129  2.5e-129      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq325  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  425.7   0.1  4.2e-129  4.2e-129      38     302 ..       1     260 []       1     260 [] 0.99

>> Seq112  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  423.0   0.3  2.9e-128  2.9e-128      38     302 ..       1     259 []       1     259 [] 0.99

>> Seq380  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  421.8   0.3  6.5e-128  6.5e-128      37     302 ..       1     258 [.       1     259 [] 0.99

>> Seq120  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  419.9   0.3  2.5e-127  2.5e-127      37     302 ..       1     258 [.       1     259 [] 0.99

>> Seq182  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  419.7   0.3  2.8e-127  2.8e-127      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq289  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  419.0   0.0  4.8e-127  4.8e-127      37     302 ..       1     259 [.       1     260 [] 0.99

>> Seq306  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  418.6   0.4  6.4e-127  6.4e-127      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq186  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  418.3   0.4  7.6e-127  7.6e-127      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq494  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  418.1   0.3  8.7e-127  8.7e-127      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq458  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  418.0   0.5  9.6e-127  9.6e-127      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq65  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.8   0.4  1.1e-126  1.1e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq386  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.8   0.4  1.1e-126  1.1e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq144  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.6   0.4  1.2e-126  1.2e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq501  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.5   0.3  1.3e-126  1.3e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq433  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.4   0.4  1.5e-126  1.5e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq47  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  417.3   0.3  1.6e-126  1.6e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq140  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  416.8   0.4  2.3e-126  2.3e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq267  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  416.4   0.4  2.8e-126  2.8e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq351  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  416.1   0.4  3.7e-126  3.7e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq171  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.9   0.4  4.1e-126  4.1e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq368  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.8   0.4  4.4e-126  4.4e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq172  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.8   0.4  4.5e-126  4.5e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq378  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.6   0.3  5.2e-126  5.2e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq101  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.4   0.3  5.8e-126  5.8e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq311  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.4   0.4    6e-126    6e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq183  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.3   0.4  6.1e-126  6.1e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq166  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.3   0.4  6.2e-126  6.2e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq359  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  415.1   0.3  7.3e-126  7.3e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq180  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  414.9   0.4  8.3e-126  8.3e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq341  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  414.8   0.4  8.8e-126  8.8e-126      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq107  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  414.5   0.4  1.1e-125  1.1e-125      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq214  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  413.5   0.3  2.2e-125  2.2e-125      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq291  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  413.1   0.1    3e-125    3e-125      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq258  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  411.7   0.4    8e-125    8e-125      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq371  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  410.4   0.1    2e-124    2e-124      38     302 ..       1     257 [.       1     258 [] 0.99

>> Seq227  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  410.3   0.1  2.1e-124  2.1e-124      37     302 ..       1     261 []       1     261 [] 0.99

>> Seq189  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  409.3   0.2  4.3e-124  4.3e-124      38     303 ..       2     260 ..       1     261 [] 0.99

>> Seq357  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  404.1   0.0  1.7e-122  1.7e-122      39     302 ..       1     258 [.       1     259 [] 0.99

>> Seq353  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  403.2   0.4  3.1e-122  3.1e-122      40     302 ..       2     256 ..       1     257 [] 0.99

>> Seq67  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  398.7   1.1    7e-121    7e-121      38     302 ..       1     258 []       1     258 [] 0.99

>> Seq116  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  397.3   0.1  1.9e-120  1.9e-120      40     302 ..       2     258 .]       1     258 [] 0.98

>> Seq457  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  395.3   0.9  7.5e-120  7.5e-120      20     302 ..      18     297 ..       6     298 .] 0.94

>> Seq103  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  395.0   2.3  9.7e-120  9.7e-120      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq252  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  394.6   1.5  1.3e-119  1.3e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq43  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  394.5   1.7  1.4e-119  1.4e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq236  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  394.0   1.8  1.9e-119  1.9e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq62  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  394.1   0.0  1.8e-119  1.8e-119       4     302 ..       5     307 ..       2     308 .] 0.96

>> Seq229  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  393.1   1.8  3.5e-119  3.5e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq41  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  393.1   1.8  3.5e-119  3.5e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq468  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  393.1   1.7  3.5e-119  3.5e-119      11     302 ..     132     425 ..     124     426 .] 0.95

>> Seq287  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  392.9   1.0    4e-119    4e-119      20     302 ..      18     297 ..       6     298 .] 0.94

>> Seq11  
